"SYMBOL","COMPANY","NAME(S) OF THE ACQUIRER AND ITS (PAC)","DATE OF ACQUISITION / SALE OF SHARES / VR / DATE OF RECEIPT OF INTIMATION OF","TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT)","TOTAL SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","TOTAL AFTER ACQUISITION/SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","REGULATION","BROADCAST DATE/ TIME"
"KHADIM","Khadim India Limited","Siddhartha Roy Burman","16-SEP-2020 to 16-SEP-2020","2500",,"1645149","Reg29(2)","17-Sep-2020, 20-20"
"NDRAUTO","Ndr Auto Components Limited","Ajay Relan Jointly with Mala Relan","16-SEP-2020 to 16-SEP-2020","304440",,"2231659","Reg29(2)","17-Sep-2020, 20-20"
"TRIDENT","Trident Limited","Trident Capital Limited","16-SEP-2020 to 16-SEP-2020","550000",,"192186190","Reg29(2)","17-Sep-2020, 19-18"
"ASTEC","Astec LifeSciences Limited","Ashok V. Hiremath","14-SEP-2020 to 14-SEP-2020",,"55000","1621909","Reg29(2)","17-Sep-2020, 09-36"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","The Hindustan Times Ltd","15-SEP-2020 to 15-SEP-2020","70000",,"59207420","Reg29(2)","17-Sep-2020, 09-36"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","The Hindustan Times Ltd","14-SEP-2020 to 14-SEP-2020","30000",,"59137420","Reg29(2)","17-Sep-2020, 09-36"
"CLEDUCATE","CL Educate Limited","Satya Narayanan R","16-SEP-2020 to 16-SEP-2020","5000",,"2388320","Reg29(2)","17-Sep-2020, 09-36"
"HGINFRA","H.G. Infra Engineering Limited","Harendra Singh","15-SEP-2020 to 15-SEP-2020","749900",,"15147533","Reg29(2)","17-Sep-2020, 09-36"
"HGINFRA","H.G. Infra Engineering Limited","Hodal Singh","15-SEP-2020 to 15-SEP-2020","1349905",,"7523281","Reg29(2)","17-Sep-2020, 09-36"
"ORIENTBELL","Orient Bell Limited","Good Team Investment And Trading Company Private Limited","15-SEP-2020 to 15-SEP-2020","1493",,"2390466","Reg29(2)","17-Sep-2020, 09-36"
"PANACEABIO","Panacea Biotec Limited","Ms Sunanda Jain","15-SEP-2020 to 15-SEP-2020","715500",,"7362800","Reg29(2)","17-Sep-2020, 09-36"
"USHAMART","Usha Martin Limited","Peterhouse Investments Limited","15-SEP-2020 to 16-SEP-2020",,"960000","18444919","Reg29(2)","17-Sep-2020, 09-36"
"GREENPLY","Greenply Industries Limited","Konark Trust","14-SEP-2020 to 14-SEP-2020",,"7264","126969","Reg29(2)","16-Sep-2020, 23-20"
"GREENPLY","Greenply Industries Limited","MMPL Trust","14-SEP-2020 to 14-SEP-2020",,"628","10987","Reg29(2)","16-Sep-2020, 23-20"
"GREENPLY","Greenply Industries Limited","WestBridge Crossover Fund LLC","14-SEP-2020 to 14-SEP-2020",,"0","3639875","Reg29(2)","16-Sep-2020, 23-20"
"GREENPLY","Greenply Industries Limited","Jwalamukhi Investment Holdings","14-SEP-2020 to 14-SEP-2020",,"713108","8825128","Reg29(2)","16-Sep-2020, 23-20"
"PANACEABIO","Panacea Biotec Limited","Ms Sunanda Jain","15-SEP-2020 to 15-SEP-2020",,"357000","0","Reg29(2)","16-Sep-2020, 23-16"
"HGINFRA","H.G. Infra Engineering Limited","Harendra Singh HUF","15-SEP-2020 to 15-SEP-2020",,"749900","100","Reg29(2)","16-Sep-2020, 23-14"
"HGINFRA","H.G. Infra Engineering Limited","Vaibhav Choudhary","15-SEP-2020 to 15-SEP-2020",,"1349905","100","Reg29(2)","16-Sep-2020, 23-14"
"PANACEABIO","Panacea Biotec Limited","Ms Sunanda Jain","15-SEP-2020 to 15-SEP-2020",,"358500","0","Reg29(2)","16-Sep-2020, 23-12"
"USHAMART","Usha Martin Limited","Neutral Publishing House Limited","15-SEP-2020 to 15-SEP-2020","726408",,"10879745","Reg29(2)","16-Sep-2020, 23-08"
"PRECOT","Precot Meridian Limited","Ashwin Chandran along with PAC","15-SEP-2020 to 15-SEP-2020","1000",,"7364782","Reg29(1)","16-Sep-2020, 23-06"
"PRECOT","Precot Meridian Limited","Prashanth Chandran along with PAC","15-SEP-2020 to 15-SEP-2020","1000",,"7364782","Reg29(1)","16-Sep-2020, 22-58"
"PANACEABIO","Panacea Biotec Limited","Vistra ITCL (India) Limited","14-SEP-2020 to 14-SEP-2020","3992713",,"31262112","Reg29(2)","16-Sep-2020, 22-56"
"MINDTREE","MindTree Limited","Krishnakumar N","30-APR-2020 to 14-SEP-2020",,"2847211","3202789","Reg29(2)","16-Sep-2020, 22-52"
"MINDTREE","MindTree Limited","Abhirath K Kumar","30-APR-2020 to 14-SEP-2020",,"328998","25917","Reg29(2)","16-Sep-2020, 22-52"
"MINDTREE","MindTree Limited","KrishnakumarN","30-APR-2020 to 14-SEP-2020","15000",,"3217789","Reg29(2)","16-Sep-2020, 22-52"
"MINDTREE","MindTree Limited","Akila Krishnakumar","30-APR-2020 to 14-SEP-2020",,"736502","317960","Reg29(2)","16-Sep-2020, 22-52"
"MINDTREE","MindTree Limited","Siddarth Krishna Kumar","30-APR-2020 to 14-SEP-2020",,"302476","207524","Reg29(2)","16-Sep-2020, 22-52"
"MAHICKRA","Mahickra Chemicals Limited","Mitesh C Gandhi","15-SEP-2020 to 15-SEP-2020","1500",,"577528","Reg29(2)","16-Sep-2020, 20-44"
"MAHICKRA","Mahickra Chemicals Limited","Romil Miteshkumar Gandhi","15-SEP-2020 to 15-SEP-2020","1500",,"30000","Reg29(2)","16-Sep-2020, 20-44"
"MAHICKRA","Mahickra Chemicals Limited","Anitaben Ashishkumar Gandhi","15-SEP-2020 to 15-SEP-2020","1500",,"171400","Reg29(2)","16-Sep-2020, 20-44"
"MAHICKRA","Mahickra Chemicals Limited","Mitesh C Gandhi HUF","15-SEP-2020 to 15-SEP-2020","1500",,"21000","Reg29(2)","16-Sep-2020, 20-44"
"AMBER","Amber Enterprises India Limited","Ascent Investment Holdings Pte. Ltd.","11-SEP-2020 to 11-SEP-2020",,"3288819","3288820","Reg29(2)","16-Sep-2020, 18-18"
"APCOTEXIND","Apcotex Industries Limited","Atul Choksey Trust","11-SEP-2020 to 11-SEP-2020","100",,"100","Reg29(2)","16-Sep-2020, 18-18"
"APCOTEXIND","Apcotex Industries Limited","Parul Choksey Trust","11-SEP-2020 to 11-SEP-2020","100",,"100","Reg29(2)","16-Sep-2020, 18-18"
"APCOTEXIND","Apcotex Industries Limited","Atul Choksey Trust and Parul Choksey Trust along with PAC","11-SEP-2020 to 11-SEP-2020","200",,"30132034","Reg29(1)","16-Sep-2020, 18-18"
"GOLDIAM","Goldiam International Limited","Anmol Rashesh Bhansali","14-SEP-2020 to 14-SEP-2020","14200",,"3536500","Reg29(2)","16-Sep-2020, 18-18"
"MAHICKRA","Mahickra Chemicals Limited","Chintan Ashishkumar Gandhi","14-SEP-2020 to 14-SEP-2020","1500",,"39000","Reg29(2)","16-Sep-2020, 18-18"
"PANACEABIO","Panacea Biotec Limited","Sandeep Jain","12-SEP-2020 to 12-SEP-2020",,"318000","0","Reg29(2)","16-Sep-2020, 18-18"
"SATIN","Satin Creditcare Network Limited","Kora Investments I LLC","14-SEP-2020 to 14-SEP-2020",,"2230207","0","Reg29(2)","16-Sep-2020, 18-18"
"SOBHA","Sobha Limited","Ravi PNC Menon","11-SEP-2020 to 11-SEP-2020","7891",,"3185930","Reg29(2)","16-Sep-2020, 18-18"
"TRIDENT","Trident Limited","Trident Capital Limited","15-SEP-2020 to 15-SEP-2020","897609",,"191636190","Reg29(2)","16-Sep-2020, 16-24"
"DTIL","Dhunseri Tea & Industries Limited","Dhunseri Ventures Limited","15-SEP-2020 to 15-SEP-2020","83151",,"409412","Reg29(2)","16-Sep-2020, 16-22"
"HCG","Healthcare Global Enterprises Limited","NN Group N V","08-SEP-2020 to 08-SEP-2020",,"5950000","0","Reg29(2)","16-Sep-2020, 16-14"
"ACE","Action Construction Equipment Limited","Vijay Agarwal","14-SEP-2020 to 14-SEP-2020","81075",,"41940968","Reg29(2)","16-Sep-2020, 16-12"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","V Rajvirdhan","14-SEP-2020 to 14-SEP-2020",,"40500","3207655","Reg29(2)","16-Sep-2020, 10-52"
"MRO-TEK","MRO-TEK Realty Limited","Aniruddha Bhanuprasad Mehta","15-SEP-2020 to 15-SEP-2020","1500",,"3048045","Reg29(1)","16-Sep-2020, 10-52"
"MAXHEALTH","Max Healthcare Institute Limited","Analjit Singh and Max Ventures Investment Holdings Pvt. Ltd. along with PACS","11-SEP-2020 to 11-SEP-2020",,"46568179","17118333","Reg29(2)","16-Sep-2020, 10-50"
"HATSUN","Hatsun Agro Product Limited","Deviga Suresh","11-SEP-2020 to 14-SEP-2020","21500",,"7149438","Reg29(2)","16-Sep-2020, 10-48"
"MAXIND","Max India Limited","WF ASIAN RECONNAISSANCE FUND LTD and WF ASIAN SMLR COMPANIES FD LTD","10-SEP-2020 to 10-SEP-2020",,"5030227","0","Reg29(2)","16-Sep-2020, 10-46"
"FLFL","Future Lifestyle Fashions Limited","Vistra ITCL (India) Limited","11-SEP-2020 to 11-SEP-2020",,"0","92162863","Reg29(2)","16-Sep-2020, 10-42"
"ASHAPURMIN","Ashapura Minechem Limited","Ashapura Industrial Finance Limited","14-SEP-2020 to 14-SEP-2020","40000",,"8417542","Reg29(2)","16-Sep-2020, 10-38"
"PRECOT","Precot Meridian Limited","Ashwin Chandran along with PAC","14-SEP-2020 to 14-SEP-2020","2000",,"7363782","Reg29(1)","16-Sep-2020, 10-38"
"MAHICKRA","Mahickra Chemicals Limited","Komal Miteshkumar Gandhi","14-SEP-2020 to 14-SEP-2020","1500",,"873613","Reg29(2)","16-Sep-2020, 10-36"
"ORIENTBELL","Orient Bell Limited","Sarla Daga","11-SEP-2020 to 11-SEP-2020","400",,"734449","Reg29(2)","16-Sep-2020, 06-00"
"PANACEABIO","Panacea Biotec Limited","Dr Rajesh Jain","12-SEP-2020 to 12-SEP-2020",,"307000","0","Reg29(2)","16-Sep-2020, 06-00"
"SANGHVIMOV","Sanghvi Movers Limited","Mr Rishi C Sanghvi","14-SEP-2020 to 14-SEP-2020","7450389",,"12908127","Reg29(2)","16-Sep-2020, 06-00"
"CLEDUCATE","CL Educate Limited","Satya Narayanan R","14-SEP-2020 to 15-SEP-2020","10000",,"2383320","Reg29(2)","15-Sep-2020, 20-44"
"PITTIENG","Pitti Engineering Limited","Akshay S Pitti","14-SEP-2020 to 14-SEP-2020","368203",,"2298903","Reg29(2)","15-Sep-2020, 20-44"
"PITTIENG","Pitti Engineering Limited","Sharad B Pitti","14-SEP-2020 to 14-SEP-2020","429620",,"2390377","Reg29(2)","15-Sep-2020, 20-44"
"SANGHVIMOV","Sanghvi Movers Limited","Ms Niyoshi C. Sanghvi","14-SEP-2020 to 14-SEP-2020","1118402",,"1618902","Reg29(2)","15-Sep-2020, 20-44"
"SANGHVIMOV","Sanghvi Movers Limited","Ms Mina C Sanghvi","14-SEP-2020 to 14-SEP-2020","581209",,"5020000","Reg29(2)","15-Sep-2020, 20-44"
"APCOTEXIND","Apcotex Industries Limited","M/s Atul Choksey Trust and M/s Parul Choksey Trust along with PAC","11-SEP-2020 to 11-SEP-2020","200",,"30132034","Reg29(2)","15-Sep-2020, 19-28"
"APCOTEXIND","Apcotex Industries Limited","M/s. Atul Choksey Trust and M/s Parul Choksey Trust along with PAC","11-SEP-2020 to 11-SEP-2020","200",,"30132034","Reg29(1)","15-Sep-2020, 19-26"
"TRIDENT","Trident Limited","Trident Capital Limited","14-SEP-2020 to 14-SEP-2020","951210",,"190738581","Reg29(2)","15-Sep-2020, 19-22"
"PCJEWELLER","PC Jeweller Limited","Sachin Gupta","10-SEP-2020 to 10-SEP-2020",,"48462813","0","Reg29(2)","15-Sep-2020, 15-02"
"PANACEABIO","Panacea Biotec Limited","Vistra ITCL (India) Limited","10-SEP-2020 to 10-SEP-2020",,"3992713","27269399","Reg29(2)","15-Sep-2020, 15-00"
"FLFL","Future Lifestyle Fashions Limited","Vistra ITCL (India) Limited","10-SEP-2020 to 10-SEP-2020","33449",,"92162863","Reg29(2)","15-Sep-2020, 14-58"
"MAXHEALTH","Max Healthcare Institute Limited","Analjit Singh and Max Ventures Investment Holdings Pvt Ltd along with PAC","11-SEP-2020 to 11-SEP-2020",,"46568179","17118333","Reg29(2)","15-Sep-2020, 14-56"
"SOBHA","Sobha Limited","Ravi PNC Menon along with PAC","11-SEP-2020 to 11-SEP-2020","7891",,"3185930","Reg29(2)","15-Sep-2020, 14-54"
"MRO-TEK","MRO-TEK Realty Limited","Aniruddha Bhanuprasad Mehta","14-SEP-2020 to 14-SEP-2020","4557",,"3046545","Reg29(1)","15-Sep-2020, 14-52"
"PALASHSECU","Palash Securities Limited","Ronson Traders Limited","11-SEP-2020 to 14-SEP-2020","3088",,"482760","Reg29(2)","15-Sep-2020, 14-52"
"ACE","Action Construction Equipment Limited","Vijay Agarwal","10-SEP-2020 to 11-SEP-2020","76801",,"41859893","Reg29(2)","15-Sep-2020, 14-50"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","V Rajvirdhan","11-SEP-2020 to 11-SEP-2020",,"11148","3248155","Reg29(2)","15-Sep-2020, 14-50"
"FRETAIL","Future Retail Limited","IDBI Trusteeship Services Ltd","10-SEP-2020 to 10-SEP-2020",,"23622100","19447800","Reg29(2)","15-Sep-2020, 14-30"
"FSC","Future Supply Chain Solutions Limited","IDBI Trusteeship Services Ltd","10-SEP-2020 to 10-SEP-2020",,"10750000","9765817","Reg29(2)","15-Sep-2020, 14-28"
"FSC","Future Supply Chain Solutions Limited","Ritvika Trading Private Limited","10-SEP-2020 to 10-SEP-2020",,"10750000","9765817","Reg29(2)","15-Sep-2020, 14-24"
"ALOKINDS","Alok Industries Limited","JM Financial Asset Reconstruction Company Limited acting in its capacity as a Trustee of JMFARC March 2018  Trust JMFARC","10-SEP-2020 to 10-SEP-2020","1601400000",,"1737311844","Reg29(2)","15-Sep-2020, 14-22"
"ALOKINDS","Alok Industries Limited","Reliance Industries Limited","10-SEP-2020 to 10-SEP-2020","1153200000",,"1986533333","Reg29(2)","15-Sep-2020, 14-22"
"ALOKINDS","Alok Industries Limited","JM Financial Asset Reconstruction Company Limited acting in its capacity as a Trustee of JMFARC March 2018  Trust JMFARC","10-SEP-2020 to 10-SEP-2020",,,"1737311844","Reg29(2)","15-Sep-2020, 14-20"
"ALOKINDS","Alok Industries Limited","Reliance Industries Limited","10-SEP-2020 to 10-SEP-2020",,,"1986533333","Reg29(2)","15-Sep-2020, 14-20"
"PANACEABIO","Panacea Biotec Limited","Dr Rajesh Jain","10-SEP-2020 to 12-SEP-2020","2858213",,"20289512","Reg29(2)","15-Sep-2020, 10-24"
"PANACEABIO","Panacea Biotec Limited","Sandeep Jain","10-SEP-2020 to 12-SEP-2020","1134500",,"13191600","Reg29(2)","15-Sep-2020, 10-24"
"PANACEABIO","Panacea Biotec Limited","Dr Rajesh Jain","10-SEP-2020 to 12-SEP-2020",,"2251713","0","Reg29(2)","15-Sep-2020, 10-24"
"PANACEABIO","Panacea Biotec Limited","Sandeep Jain","10-SEP-2020 to 10-SEP-2020",,"816500","0","Reg29(2)","15-Sep-2020, 10-24"
"ASHAPURMIN","Ashapura Minechem Limited","Ashapura Industrial Finance Limited","11-SEP-2020 to 11-SEP-2020","50000",,"8377542","Reg29(2)","15-Sep-2020, 10-22"
"FLFL","Future Lifestyle Fashions Limited","RSCL Trading Private Limited Future Corporate Resources Private Limited Future Ideas Company Limited along with PAC","10-SEP-2020 to 10-SEP-2020",,"12875000","79488455","Reg29(2)","15-Sep-2020, 10-22"
"FLFL","Future Lifestyle Fashions Limited","Ryka Commercial Ventures Private Limited","11-SEP-2020 to 11-SEP-2020",,"38337225","37104265","Reg29(2)","15-Sep-2020, 10-22"
"PCJEWELLER","PC Jeweller Limited","Krishna Devi","14-SEP-2020 to 14-SEP-2020","48462813",,"48462813","Reg29(2)","15-Sep-2020, 10-22"
"LINCPEN","Linc Pen & Plastics Limited","ALOKE JALAN","10-SEP-2020 to 10-SEP-2020",,"30000","738416","Reg29(2)","14-Sep-2020, 19-12"
"LINCPEN","Linc Pen & Plastics Limited","BIMLA  DEVI JALAN","10-SEP-2020 to 10-SEP-2020","30000",,"551143","Reg29(2)","14-Sep-2020, 19-12"
"USHAMART","Usha Martin Limited","Neutral Publishing House Limited","11-SEP-2020 to 11-SEP-2020","30968",,"10153337","Reg29(2)","14-Sep-2020, 19-10"
"SANDHAR","Sandhar Technologies Limited","Jayant Davar","11-SEP-2020 to 11-SEP-2020","1000",,"31291591","Reg29(2)","14-Sep-2020, 19-08"
"PANACEABIO","Panacea Biotec Limited","Dr Rajesh Jain","10-SEP-2020 to 10-SEP-2020",,"299500","0","Reg29(2)","14-Sep-2020, 18-52"
"PCJEWELLER","PC Jeweller Limited","Krishna Devi","14-SEP-2020 to 14-SEP-2020","48462813",,"48462813","Reg29(1)","14-Sep-2020, 18-52"
"FSC","Future Supply Chain Solutions Limited","L&T Mutual Fund","10-SEP-2020 to 10-SEP-2020",,"1528686","568160","Reg29(2)","14-Sep-2020, 15-52"
"BLISSGVS","Bliss GVS Pharma Limited","Life Insurance Corporation of India","09-SEP-2020 to 09-SEP-2020","150000",,"5276355","Reg29(2)","14-Sep-2020, 15-48"
"GOLDIAM","Goldiam International Limited","Anmol Rashesh Bhansali","10-SEP-2020 to 10-SEP-2020","6300",,"3522300","Reg29(2)","14-Sep-2020, 15-32"
"MANINFRA","Man Infraconstruction Limited","MANAN P SHAH","11-SEP-2020 to 11-SEP-2020","200000",,"14251497","Reg29(2)","14-Sep-2020, 15-30"
"MAHICKRA","Mahickra Chemicals Limited","Chintan Ashishkumar Gandhi","11-SEP-2020 to 11-SEP-2020","1500",,"37500","Reg29(2)","14-Sep-2020, 15-28"
"JETFREIGHT","Jet Freight Logistics Limited","Richard Francis Theknath","10-SEP-2020 to 10-SEP-2020","4000",,"1462294","Reg29(1)","14-Sep-2020, 13-58"
"JETFREIGHT","Jet Freight Logistics Limited","Richard Francis Theknath","11-SEP-2020 to 11-SEP-2020","4000",,"1466294","Reg29(1)","14-Sep-2020, 13-56"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","The Hindustan Times Ltd.","11-SEP-2020 to 11-SEP-2020","42858",,"59107420","Reg29(2)","14-Sep-2020, 13-54"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","The Hindustan Times Ltd.","10-SEP-2020 to 10-SEP-2020","17142",,"59064562","Reg29(2)","14-Sep-2020, 13-52"
"ASTEC","Astec LifeSciences Limited","Ashok V Hiremath","11-SEP-2020 to 11-SEP-2020",,"13203","1676909","Reg29(2)","14-Sep-2020, 13-50"
"DBCORP","D.B.Corp Limited","Bhawna Agarwal","31-AUG-2020 to 08-SEP-2020","123367",,"123367","Reg29(2)","14-Sep-2020, 09-06"
"INTELLECT","Intellect Design Arena Limited","AMANSA HOLDINGS PRIVATE LIMITED & AMANSA INVESTMENTS LTD","27-AUG-2020 to 27-AUG-2020","1038859",,"9878937","Reg29(2)","14-Sep-2020, 09-06"
"MAXIND","Max India Limited","WF Asian Reconnaissance Fund Ltd and WF Asian SMLR Companies FD Ltd","28-AUG-2020 to 28-AUG-2020","0",,"5221624","Reg29(1)","14-Sep-2020, 09-06"
"PANACEABIO","Panacea Biotec Limited","Mr Sandeep Jain","09-SEP-2020 to 09-SEP-2020",,"4105000","0","Reg29(2)","14-Sep-2020, 09-06"
"PANACEABIO","Panacea Biotec Limited","Sandeep Jain","09-SEP-2020 to 09-SEP-2020","4105000",,"12057100","Reg29(2)","14-Sep-2020, 09-06"
"ZEEMEDIA","Zee Media Corporation Limited","ARM Infra & Utilities Private Limited","08-SEP-2020 to 08-SEP-2020",,"7200000","58233103","Reg29(2)","14-Sep-2020, 09-06"
"ORIENTBELL","Orient Bell Limited","IRIS DESIGNS PVT. LTD.","10-SEP-2020 to 10-SEP-2020","500",,"46588","Reg29(2)","11-Sep-2020, 23-48"
"SOBHA","Sobha Limited","Ravi PNC Menon along with PAC","09-SEP-2020 to 10-SEP-2020","17072",,"3178039","Reg29(2)","11-Sep-2020, 23-48"
"ORIENTBELL","Orient Bell Limited","IRIS DESIGNS PVT. LTD.","09-SEP-2020 to 09-SEP-2020","9000",,"46088","Reg29(2)","11-Sep-2020, 23-46"
"ASHAPURMIN","Ashapura Minechem Limited","Ashapura Industrial Finance Limited","09-SEP-2020 to 09-SEP-2020","55000",,"8327542","Reg29(2)","11-Sep-2020, 23-44"
"ORIENTBELL","Orient Bell Limited","Freesia investment and Trading Company Ltd","09-SEP-2020 to 09-SEP-2020","8000",,"606572","Reg29(2)","11-Sep-2020, 23-44"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","V Rajvirdhan","10-SEP-2020 to 10-SEP-2020",,"32000","3259303","Reg29(2)","11-Sep-2020, 23-42"
"BLISSGVS","Bliss GVS Pharma Limited","Life Insurance Corporation of India","09-SEP-2020 to 09-SEP-2020","150000",,"5276355","Reg29(2)","11-Sep-2020, 23-40"
"UPL","UPL Limited","Life Insurance Corporation of India","06-AUG-2019 to 09-SEP-2020","15372332",,"54048567","Reg29(2)","11-Sep-2020, 23-40"
"PRECOT","Precot Meridian Limited","Ashwin Chandran along with PAC","10-SEP-2020 to 10-SEP-2020","2034",,"7358782","Reg29(1)","11-Sep-2020, 23-32"
"PRECOT","Precot Meridian Limited","Prashanth Chandran along with PAC","10-SEP-2020 to 10-SEP-2020","3000",,"7359748","Reg29(1)","11-Sep-2020, 23-32"
"NCLIND","NCL Industries Limited","Anuradha Kalidindi","08-SEP-2020 to 08-SEP-2020","2000",,"876223","Reg29(2)","11-Sep-2020, 23-28"
"NCLIND","NCL Industries Limited","Subba Raju Bhupatiraju","31-AUG-2020 to 08-SEP-2020","6000",,"138011","Reg29(2)","11-Sep-2020, 23-26"
"ORIENTBELL","Orient Bell Limited","Freesia investment and Trading Company Ltd","10-SEP-2020 to 10-SEP-2020","100",,"606672","Reg29(2)","11-Sep-2020, 23-24"
"ASHIMASYN","Ashima Limited","Mrs Shefali C Parikh","29-JUL-2020 to 29-JUL-2020","42",,"88762","Reg29(2)","11-Sep-2020, 23-22"
"ASHIMASYN","Ashima Limited","Mr Chintan N Parikh","29-JUL-2020 to 29-JUL-2020","8770",,"156670","Reg29(2)","11-Sep-2020, 23-22"
"ASHIMASYN","Ashima Limited","Chintan Navnitlal Parikh  And Shefali Chintan Parikh  Trustees Of Navchintan Trust","29-JUL-2020 to 29-JUL-2020","137864237",,"140535678","Reg29(2)","11-Sep-2020, 23-22"
"ORIENTBELL","Orient Bell Limited","Sarla Daga","09-SEP-2020 to 09-SEP-2020","15005",,"724229","Reg29(2)","11-Sep-2020, 23-20"
"ORIENTBELL","Orient Bell Limited","Sarla Daga","10-SEP-2020 to 10-SEP-2020","9820",,"734049","Reg29(2)","11-Sep-2020, 23-18"
"ORIENTBELL","Orient Bell Limited","Madhur Daga","09-SEP-2020 to 09-SEP-2020","7323",,"1304740","Reg29(2)","11-Sep-2020, 23-14"
"FRETAIL","Future Retail Limited","Future Corporate Resources Private Limited","01-SEP-2020 to 10-SEP-2020",,"30482700","130251654","Reg29(2)","11-Sep-2020, 23-12"
"FLFL","Future Lifestyle Fashions Limited","RSCL Trading Private Limited Future Corporate Resources Private Limited Future Ideas Company Limited","10-SEP-2020 to 10-SEP-2020",,"0","75441490","Reg29(2)","11-Sep-2020, 23-08"
"APARINDS","Apar Industries Limited","Maithili N Desai Family Private Trust No 2 Trustee Maithili Trusteeship Services Private Limited","10-SEP-2020 to 10-SEP-2020","719",,"4402687","Reg29(2)","11-Sep-2020, 18-56"
"MAHICKRA","Mahickra Chemicals Limited","Romil Miteshkumar Gandhi","10-SEP-2020 to 10-SEP-2020","1500",,"28500","Reg29(2)","11-Sep-2020, 18-54"
"SAKHTISUG","Sakthi Sugars Limited","IDBI Trsuteeship Services Limited","07-SEP-2020 to 07-SEP-2020",,,"0","Reg29(2)","11-Sep-2020, 18-54"
"SOBHA","Sobha Limited","Ravi PNC Menon alongwith PAC","09-SEP-2020 to 10-SEP-2020","17072",,"3178039","Reg29(2)","11-Sep-2020, 18-52"
"NCLIND","NCL Industries Limited","Divya Penumacha","08-SEP-2020 to 09-SEP-2020","23000",,"372521","Reg29(2)","11-Sep-2020, 18-48"
"ACE","Action Construction Equipment Limited","Vijay Agarwal","09-SEP-2020 to 09-SEP-2020","35000",,"41783092","Reg29(2)","11-Sep-2020, 18-46"
"MANINFRA","Man Infraconstruction Limited","MANAN P SHAH","10-SEP-2020 to 10-SEP-2020","200000",,"14051497","Reg29(2)","11-Sep-2020, 11-36"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","Eathstone Holding (Two) Private Limited","09-SEP-2020 to 09-SEP-2020","38000",,"14795077","Reg29(2)","11-Sep-2020, 09-56"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","The Hindustan Times Ltd.","09-SEP-2020 to 09-SEP-2020","112000",,"59047420","Reg29(2)","11-Sep-2020, 09-56"
"HEXAWARE","Hexaware Technologies Limited","DB Trustee (Hong Kong) Limited","08-SEP-2020 to 08-SEP-2020",,"186318590","0","Reg29(2)","10-Sep-2020, 20-40"
"SHRIRAMCIT","Shriram City Union Finance Limited","Arkaig Acquisition (FPI) Ltd. along with PAC","07-SEP-2020 to 07-SEP-2020","0",,"15033858","Reg29(2)","10-Sep-2020, 20-40"
"APARINDS","Apar Industries Limited","Maithili N Desai Family Private Trust No 2 Trustee Maithili Trusteeship Services Private Limited alongwith PAC","09-SEP-2020 to 09-SEP-2020","3781",,"4401968","Reg29(2)","10-Sep-2020, 20-38"
"APCOTEXIND","Apcotex Industries Limited","Parul Choksey","08-SEP-2020 to 09-SEP-2020","5000",,"7394402","Reg29(2)","10-Sep-2020, 20-38"
